Time,Displacement,Lambda,S11,S22
13.35,10.0125,1.33375,3.84E-01,1.33E-01
13.4,10.05,1.335,3.89E-01,1.34E-01
13.45,10.0875,1.33625,3.93E-01,1.36E-01
13.5,10.125,1.3375,3.98E-01,1.37E-01
13.55,10.1625,1.33875,4.03E-01,1.39E-01
13.6,10.2,1.34,4.08E-01,1.41E-01
13.65,10.2375,1.34125,4.12E-01,1.42E-01
13.7,10.275,1.3425,4.17E-01,1.44E-01
13.75,10.3125,1.34375,4.22E-01,1.45E-01
13.8,10.35,1.345,4.27E-01,1.47E-01
13.85,10.3875,1.34625,4.32E-01,1.49E-01
13.9,10.425,1.3475,4.37E-01,1.50E-01
13.95,10.4625,1.34875,4.42E-01,1.52E-01
14,10.5,1.35,4.47E-01,1.54E-01
14.05,10.5375,1.35125,4.52E-01,1.56E-01
14.1,10.575,1.3525,4.57E-01,1.57E-01
14.15,10.6125,1.35375,4.63E-01,1.59E-01
14.2,10.65,1.355,4.68E-01,1.61E-01
14.25,10.6875,1.35625,4.73E-01,1.63E-01
14.3,10.725,1.3575,4.78E-01,1.64E-01
14.35,10.7625,1.35875,4.84E-01,1.66E-01
14.4,10.8,1.36,4.89E-01,1.68E-01
14.45,10.8375,1.36125,4.95E-01,1.70E-01
14.5,10.875,1.3625,5.00E-01,1.72E-01
14.55,10.9125,1.36375,5.06E-01,1.73E-01
14.6,10.95,1.365,5.11E-01,1.75E-01
14.65,10.9875,1.36625,5.17E-01,1.77E-01
14.7,11.025,1.3675,5.22E-01,1.79E-01
14.75,11.0625,1.36875,5.28E-01,1.81E-01
14.8,11.1,1.37,5.34E-01,1.83E-01
14.85,11.1375,1.37125,5.39E-01,1.85E-01
14.9,11.175,1.3725,5.45E-01,1.87E-01
14.95,11.2125,1.37375,5.51E-01,1.89E-01
15,11.25,1.375,5.57E-01,1.91E-01
15.05,11.2875,1.37625,5.62E-01,1.93E-01
15.1,11.325,1.3775,5.68E-01,1.95E-01
15.15,11.3625,1.37875,5.74E-01,1.97E-01
15.2,11.4,1.38,5.80E-01,1.99E-01
15.25,11.4375,1.38125,5.86E-01,2.01E-01
15.3,11.475,1.3825,5.92E-01,2.03E-01
15.35,11.5125,1.38375,5.98E-01,2.05E-01
15.4,11.55,1.385,6.04E-01,2.07E-01
15.45,11.5875,1.38625,6.11E-01,2.09E-01
15.5,11.625,1.3875,6.17E-01,2.11E-01
15.55,11.6625,1.38875,6.23E-01,2.13E-01
15.6,11.7,1.39,6.29E-01,2.15E-01
15.65,11.7375,1.39125,6.35E-01,2.17E-01
15.7,11.775,1.3925,6.42E-01,2.19E-01
15.75,11.8125,1.39375,6.48E-01,2.21E-01
15.8,11.85,1.395,6.54E-01,2.23E-01
15.85,11.8875,1.39625,6.61E-01,2.26E-01
15.9,11.925,1.3975,6.67E-01,2.28E-01
15.95,11.9625,1.39875,6.74E-01,2.30E-01
16,12,1.4,6.80E-01,2.32E-01
16.05,12.0375,1.40125,6.87E-01,2.34E-01
16.1,12.075,1.4025,6.93E-01,2.36E-01
16.15,12.1125,1.40375,7.00E-01,2.39E-01
16.2,12.15,1.405,7.06E-01,2.41E-01
16.25,12.1875,1.40625,7.13E-01,2.43E-01
16.3,12.225,1.4075,7.20E-01,2.45E-01
16.35,12.2625,1.40875,7.27E-01,2.48E-01
16.4,12.3,1.41,7.33E-01,2.50E-01
16.45,12.3375,1.41125,7.40E-01,2.52E-01
16.5,12.375,1.4125,7.47E-01,2.54E-01
16.55,12.4125,1.41375,7.54E-01,2.57E-01
16.6,12.45,1.415,7.61E-01,2.59E-01
16.65,12.4875,1.41625,7.68E-01,2.61E-01
16.7,12.525,1.4175,7.74E-01,2.64E-01
16.75,12.5625,1.41875,7.81E-01,2.66E-01
16.8,12.6,1.42,7.88E-01,2.68E-01
16.85,12.6375,1.42125,7.95E-01,2.71E-01
16.9,12.675,1.4225,8.03E-01,2.73E-01
16.95,12.7125,1.42375,8.10E-01,2.75E-01
17,12.75,1.425,8.17E-01,2.78E-01
17.05,12.7875,1.42625,8.24E-01,2.80E-01
17.1,12.825,1.4275,8.31E-01,2.83E-01
17.15,12.8625,1.42875,8.38E-01,2.85E-01
17.2,12.9,1.43,8.45E-01,2.87E-01
17.25,12.9375,1.43125,8.53E-01,2.90E-01
17.3,12.975,1.4325,8.60E-01,2.92E-01
17.35,13.0125,1.43375,8.67E-01,2.95E-01
17.4,13.05,1.435,8.75E-01,2.97E-01
17.45,13.0875,1.43625,8.82E-01,3.00E-01
17.5,13.125,1.4375,8.89E-01,3.02E-01
17.55,13.1625,1.43875,8.97E-01,3.05E-01
17.6,13.2,1.44,9.04E-01,3.07E-01
17.65,13.2375,1.44125,9.12E-01,3.10E-01
17.7,13.275,1.4425,9.19E-01,3.12E-01
17.75,13.3125,1.44375,9.27E-01,3.15E-01
17.8,13.35,1.445,9.34E-01,3.17E-01
17.85,13.3875,1.44625,9.42E-01,3.20E-01
17.9,13.425,1.4475,9.49E-01,3.22E-01
17.95,13.4625,1.44875,9.57E-01,3.25E-01
18,13.5,1.45,9.64E-01,3.27E-01
18.05,13.5375,1.45125,9.72E-01,3.30E-01
18.1,13.575,1.4525,9.80E-01,3.32E-01
18.15,13.6125,1.45375,9.87E-01,3.35E-01
18.2,13.65,1.455,9.95E-01,3.38E-01
18.25,13.6875,1.45625,1.00285,3.40E-01
18.3,13.725,1.4575,1.0106,3.43E-01
18.35,13.7625,1.45875,1.01837,3.45E-01
18.4,13.8,1.46,1.02616,3.48E-01
18.45,13.8375,1.46125,1.03397,3.51E-01
18.5,13.875,1.4625,1.0418,3.53E-01
18.55,13.9125,1.46375,1.04966,3.56E-01
18.6,13.95,1.465,1.05753,3.58E-01
18.65,13.9875,1.46625,1.06542,3.61E-01
18.7,14.025,1.4675,1.07333,3.64E-01
18.75,14.0625,1.46875,1.08125,3.66E-01
18.8,14.1,1.47,1.0892,3.69E-01
18.85,14.1375,1.47125,1.09716,3.72E-01
18.9,14.175,1.4725,1.10515,3.74E-01
18.95,14.2125,1.47375,1.11314,3.77E-01
19,14.25,1.475,1.12116,3.80E-01
19.05,14.2875,1.47625,1.12919,3.82E-01
19.1,14.325,1.4775,1.13724,3.85E-01
19.15,14.3625,1.47875,1.14531,3.88E-01
19.2,14.4,1.48,1.15339,3.91E-01
19.25,14.4375,1.48125,1.16148,3.93E-01
19.3,14.475,1.4825,1.1696,3.96E-01
19.35,14.5125,1.48375,1.17772,3.99E-01
19.4,14.55,1.485,1.18586,4.01E-01
19.45,14.5875,1.48625,1.19402,4.04E-01
19.5,14.625,1.4875,1.20219,4.07E-01
19.55,14.6625,1.48875,1.21037,4.10E-01
19.6,14.7,1.49,1.21857,4.12E-01
19.65,14.7375,1.49125,1.22678,4.15E-01
19.7,14.775,1.4925,1.235,4.18E-01
19.75,14.8125,1.49375,1.24324,4.21E-01
19.8,14.85,1.495,1.25149,4.23E-01
19.85,14.8875,1.49625,1.25975,4.26E-01
19.9,14.925,1.4975,1.26802,4.29E-01
19.95,14.9625,1.49875,1.2763,4.32E-01
20,15,1.5,1.2846,4.35E-01
